FundType,PooledFundId,AllocationtypeId,ChfId,ChfProjectCode,OrgId,PrjDuration,EndDate,Budget,BenM,BenW,BenB,BenG,GMId,GAMId,GlbPrjStatusId,GlobalUniqueOrgId,DisabilityMarkerId,GenderEqualityMarkerId,GBVMarkerId,GAMRefNumber,PartnerProjectRisk,PartnerRisk,DisabledM,DisabledW,DisabledB,DisabledG,AchM,AchW,AchB,AchG,BenMSplit,BenWSplit,BenBSplit,BenGSplit,BenTotSplit,AchMSplit,AchWSplit,AchBSplit,AchGSplit,AchTotSplit,DisabledAchM,DisabledAchW,DisabledAchB,DisabledAchG,GBVBudgetPlanned,GBVBudgetReached,GBVBen,GBVAch
1,75,363,20462,NGA-21/NIG_ERF/SA1/P/UN/20462,2646,11 Months,12/31/2022 12:00:00 AM,222684.12,214,241,410,385,,3,115,4507,,,,H6302-6973-0150,Medium,Medium,10,15,20,25,255,258,415,404,114||38|62|,105||54|82|,218||74|118|,195||75|115|,632||241|377|,130||55|70|,103||68|87|,211||87|117|,198||92|114|,642||302|388|,2,9,1,21,0,0,0,0
1,75,363,20482,NGA-21/NIG_ERF/SA1/E-P/NGO/20482,4127,12 Months,1/16/2023 12:00:00 AM,200000.12,100,100,487,487,,4,113,7725,,,,G592586281,High,High,0,0,150,150,100,100,482,494,50|||50|,50|||50|,244|||243|,244|||243|,588|||586|,50|||50|,50|||50|,236|||246|,254|||240|,590|||586|,0,0,87,129,0,0,0,0
1,75,363,20350,NGA-21/NIG_ERF/SA1/DMS-S/NFI/NGO/20350,1851,12 Months,1/19/2023 12:00:00 AM,393598,6594,9150,10680,14392,,3,113,6196,,,,H2409-1838-2458,High,Medium,160,190,210,240,28359,34398,43709,50215,3110||1234|2250|,5200||1500|2450|,5500||2000|3180|,7200||1850|5342|,21010||6584|13222|,24603||1129|2627|,29787||1476|3135|,38430||1826|3453|,42668||1811|5736|,135488||6242|14951|,15,133,6,5,0,0,0,0
1,75,363,20443,NGA-21/NIG_ERF/SA1/P/NGO/20443,1618,12 Months,12/31/2022 12:00:00 AM,100075.73,75,148,900,1100,,4,114,5977,,,,G879072197,Medium,Medium,3,4,50,65,64,153,2024,2258,65|||10|,135|||13|,750|||150|,850|||250|,1800|||423|,39|||25|,94|||59|,1297|||727|,1474|||784|,2904|||1595|,0,2,1,34,7005,3222,266,31
1,75,363,20520,NGA-21/NIG_ERF/SA1/WASH/INGO/20520,2553,12 Months,1/23/2023 12:00:00 AM,500000,3332,4066,4121,5581,,4,114,4397,,,,H1217-0301-7895,Medium,Medium,500,610,618,837,4387,6319,4861,5273,2666|||666|,3293|||773|,3256|||865|,4129|||1452|,13344|||3756|,2804|||1583|,2076|||4243|,2134|||2727|,2234|||3039|,9248|||11592|,126,158,178,2,0,0,0,0
1,75,363,20351,NGA-21/NIG_ERF/SA1/F/NGO/20351,1851,12 Months,1/10/2023 0:00,800000,2910,3040,4310,5740,,3,116,6196,,,,H9480-5918-3735,High,Medium,82,33,38,78,4283,11874,15632,15698,1200|1710|||,1640|1400|||,2260|2050|||,2900|2840|||,8000|8000|||,1360|2923|||,6153|5721|||,6991|8641|||,6752|8946|||,21256|26231|||,2,11,15,4,0,0,0,0
1,75,363,20454,NGA-21/NIG_ERF/SA1/F/NGO/20454,1702,12 Months,1/16/2023 12:00:00 AM,280000.01,1627,2152,876,1159,,4,113,6054,,,,H9405-9496-2929,High,Medium,11,15,1,3,1615,2136,869,1150,459||157|1011|,607||206|1339|,247||85|544|,327||111|721|,1640||559|3615|,459||145|1011|,607||190|1339|,247||78|544|,327||102|721|,1640||515|3615|,9,1,0,1,0,0,0,0
1,75,363,20519,NGA-21/NIG_ERF/SA1/S/NFI/INGO/20519,2553,12 Months,1/14/2023 12:00:00 AM,500000,1067,1305,1601,1957,,4,114,4397,,,,G239428839,Medium,Medium,53,65,80,98,1833,1922,2662,2449,1067||||,1305||||,1601||||,1957||||,5930||||,1833||||,1922||||,2662||||,2449||||,8866||||,34,1,25,15,50000,32500,593,369
1,75,363,20311,NGA-21/NIG_ERF/SA1/N/NGO/20311,3992,"11 Months, 22 Days",12/31/2022 12:00:00 AM,300002.75,6717,22206,3446,5315,,4,116,7334,,,,H4290-6302-8088,Medium,Medium,262,935,340,530,24258,45965,3625,6103,131|||6586|,467|||21739|,169|||3277|,264|||5051|,1031|||36653|,0|||24258|,0|||45965|,0|||3625|,0|||6103|,0|||79951|,110,625,12,242,0,0,0,0
1,75,363,20476,NGA-21/NIG_ERF/SA1/N/NGO/20476,1637,12 Months,1/11/2023 0:00,253786.54,0,0,550,650,,4,114,5995,,,,H4537-5987-7209,High,Medium,0,0,55,65,0,0,627,813,|||0|,|||0|,|||550|,|||650|,|||1200|,|||0|,|||0|,|||627|,|||813|,|||1440|,0,0,45,19,0,0,0,0
1,75,363,20455,NGA-21/NIG_ERF/SA1/E/NGO/20455,1851,12 Months,1/10/2023 0:00,120000,76,50,910,1364,,4,114,6196,,,,H9637-7604-4398,High,Medium,7,10,35,43,78,27,2514,3109,14||12|50|,6||4|40|,740||20|150|,1169||25|170|,1929||61|410|,17||9|52|,4||2|21|,2017||55|442|,2569||67|473|,4607||133|988|,3,3,30,38,0,0,0,0
1,75,363,20511,NGA-21/NIG_ERF/SA1/WASH/NGO/20511,4128,12 Months,12/31/2022 12:00:00 AM,150019.89,2400,4200,2000,4300,,4,114,7720,,,,H1939-0700-0317,High,Medium,15,10,10,12,2204,4031,6859,6741,1300|||1100|,2500|||1700|,1300|||700|,2700|||1600|,7800|||5100|,161|||2043|,276|||3755|,531|||6328|,540|||6201|,1508|||18327|,4,0,5,4,0,0,0,0
1,75,363,20510,NGA-21/NIG_ERF/SA1/P/UN/20510,2634,12 Months,12/31/2022 12:00:00 AM,575790.27,64045,68319,76006,95607,,4,114,4494,,,,H5109-6410-7573,Medium,Medium,808,845,918,1102,64264,68319,76006,95607,56036||5257|2752|,59492||5905|2922|,66405||6201|3400|,83686||7441|4480|,265619||24804|13554|,56036||5257|2971|,59492||5905|2922|,66405||6201|3400|,83686||7441|4480|,265619||24804|13773|,629,118,132,472,86368,31956,60795,31347
1,75,363,20494,NGA-21/NIG_ERF/SA1/WASH/INGO/20494,2527,12 Months,12/31/2022 12:00:00 AM,350000.61,12444,14055,16123,18967,,4,114,4365,,,,H7822-4453-2904,Medium,Medium,622,703,806,948,12536,14190,16263,19177,8982|||3462|,9350|||4705|,11199|||4924|,12132|||6835|,41663|||19926|,8994|||3542|,9365|||4825|,11219|||5044|,12162|||7015|,41740|||20426|,237,512,647,168,0,0,0,0
1,75,363,20374,NGA-21/NIG_ERF/SA1/S/NFI/UN/20374,2634,12 Months,12/31/2022 12:00:00 AM,1100002.4,5187,5473,6470,7120,,4,114,4494,,,,H5109-6410-7573,Medium,Medium,334,350,380,456,3132,3667,4248,4858,4519||334|334|,4773||350|350|,5710||380|380|,6208||456|456|,21210||1520|1520|,2632||250|250|,3143||262|262|,3678||285|285|,4178||340|340|,13631||1137|1137|,1,239,219,399,0,0,0,0
1,75,363,20479,NGA-21/NIG_ERF/SA1/DMS/UN/20479,2634,12 Months,12/31/2022 12:00:00 AM,601103.06,16783,18819,27888,40067,,4,114,4494,,,,G499629454,Medium,Medium,539,564,713,836,13830,13292,23407,31922,11748||2678|2357|,12873||2982|2964|,21122||3589|3177|,31747||4107|4213|,77490||13356|12711|,9481||1992|2357|,9286||1912|2094|,17423||3008|2976|,24780||2973|4169|,60970||9885|11596|,173,512,360,55,0,0,0,0
1,75,363,20356,NGA-21/NIG_ERF/SA1/DMS/UN/20356,2509,12 Months,1/18/2023 12:00:00 AM,499999.87,84000,126000,60000,80000,,3,114,4342,,,,H1005-8499-7007,Low,Low,4746,7119,3164,4746,122174,108027,168304,103815,84000||||,126000||||,60000||||,80000||||,350000||||,122174||||,108027||||,168304||||,103815||||,502320||||,3912,3548,653,2911,0,0,0,0
1,75,363,20292,NGA-21/NIG_ERF/SA1/WASH-P-E/NGO/20292,1595,12 Months,1/2/2023 0:00,560000.19,10000,15000,10000,15000,,3,113,5953,,,,G704912915,High,Medium,500,750,500,750,33811,42814,43710,53402,6000|||4000|,9000|||6000|,6000|||4000|,9000|||6000|,30000|||20000|,17562|||16249|,23508|||19306|,26040|||17670|,32267|||21135|,99377|||74360|,71,116,69,386,0,0,0,0
1,75,363,20299,NGA-21/NIG_ERF/SA1/E/NGO/20299,4120,12 Months,12/31/2022 12:00:00 AM,180000.75,40,40,1980,1980,,4,114,7723,,,,H8426-4391-4272,High,Ineligible,0,0,20,20,49,31,2443,2711,14||13|13|,14||13|13|,990||475|515|,990||475|515|,2008||976|1056|,12||7|30|,3||8|20|,1576||420|447|,1720||420|571|,3311||855|1068|,0,0,11,12,0,0,0,0
1,75,363,20463,NGA-21/NIG_ERF/SA1/N/NGO/20463,1628,12 Months,12/31/2022 12:00:00 AM,271345,754,5057,6364,6624,,4,113,5986,,,,H4060-1216-7029,Medium,Ineligible,20,40,15,25,2451,25864,4040,4416,302||216|236|,1770||1264|2023|,2227||1591|2546|,2318||1656|2650|,6617||4727|7455|,858||613|980|,9052||6466|10346|,1414||1010|1616|,1546||1104|1766|,12870||9193|14708|,8,37,11,15,32561,19536,939,560
1,75,363,20525,NGA-21/NIG_ERF/SA1/P/UN/20525,2634,12 Months,12/31/2022 12:00:00 AM,298606.44,5200,5600,5900,6412,,4,114,4494,,,,H5109-6410-7573,Medium,Medium,63,75,81,93,5200,5600,5900,6412,3850||1150|200|,4000||1300|300|,4150||1400|350|,4350||1650|412|,16350||5500|1262|,3850||1150|200|,4000||1300|300|,4150||1400|350|,4350||1650|412|,16350||5500|1262|,36,74,5,4,0,0,0,0
1,75,363,20283,NGA-21/NIG_ERF/SA1/WASH/INGO/20283,2594,12 Months,12/31/2022 12:00:00 AM,450000,22070,26975,15531,17166,,4,114,4446,,,,H2165-5612-8277,Medium,Medium,1103,1349,777,858,17553,19026,24156,24996,15449|||6621|,18882|||8093|,10872|||4659|,12016|||5150|,57219|||24523|,12287|||5266|,13318|||5708|,16909|||7247|,17497|||7499|,60011|||25720|,862,1252,393,625,18000,6120,5721,3092
1,75,363,20436,NGA-21/NIG_ERF/SA1/RR/INGO/20436,3988,10 Months,11/30/2022 12:00:00 AM,475000,2130,2130,3010,3100,,4,113,7330,,,,H8794-1735-0479,Medium,Medium,270,270,400,400,874,822,1072,1133,720||310|1100|,720||310|1100|,1050||460|1500|,1080||480|1540|,3570||1560|5240|,131||306|437|,123||289|410|,161||375|536|,133||443|557|,548||1413|1940|,15,101,144,87,0,0,0,0
1,75,363,20344,NGA-21/NIG_ERF/SA1/N/NGO/20344,3991,10 Months,11/23/2022 12:00:00 AM,150028.67,50,1972,1380,1528,,4,116,7333,,,,G184594384,High,High,2,6,3,4,48,2736,2429,2577,16||17|17|,648||662|662|,454||463|463|,502||513|513|,1620||1655|1655|,10||13|25|,353||827|1556|,263||579|1587|,251||675|1651|,877||2094|4819|,1,0,1,1,7501,2325,345,209
1,75,363,20282,NGA-21/NIG_ERF/SA1/N/INGO/20282,2717,12 Months,12/31/2022 12:00:00 AM,600040.4,209,2007,1083,1133,,4,114,4603,,,,G312101163,Medium,Medium,21,201,108,113,74,3068,1438,1630,40||26|143|,790||168|1049|,531||122|430|,529||54|550|,1890||370|2172|,0||0|74|,709||347|2012|,312||148|978|,397||199|1034|,1418||694|4098|,1,168,72,13,78005,91265,620,405
1,75,363,20297,NGA-21/NIG_ERF/SA1/WASH/NGO/20297,1689,12 Months,12/31/2022 12:00:00 AM,120000,10120,16100,8280,11500,,4,116,6042,,,,H1335-1373-0215,High,Medium,5,5,8,12,13089,15825,10709,14874,3520|||6600|,5600|||10500|,2880|||5400|,4000|||7500|,16000|||30000|,4363|||8726|,6941|||8884|,3570|||7139|,4958|||9916|,19832|||34665|,3,2,6,1,18000,12240,5520,3874
1,75,363,20300,NGA-21/NIG_ERF/SA1/WASH/NGO/20300,1620,12 Months,1/2/2023 0:00,200000,1425,2775,1500,1800,,4,114,7876,,,,G342822546,High,Medium,5,4,5,3,1551,2519,2999,3209,769||86|570|,1499||166|1110|,810||90|600|,972||108|720|,4050||450|3000|,620||93|838|,1399||152|968|,1209||180|1610|,1284||192|1733|,4512||617|5149|,0,1,2,0,8000,4160,975,586
1,75,363,20287,NGA-21/NIG_ERF/SA1/WASH/NGO/20287,1681,11 Months,11/30/2022 12:00:00 AM,149999.99,2500,3500,2500,3500,,4,114,6034,,,,G374463414,High,Medium,15,21,18,23,2460,3580,2495,3400,834||833|833|,1180||1160|1160|,834||833|833|,1180||1160|1160|,4028||3986|3986|,800||830|830|,1200||1200|1180|,830||835|830|,1200||1200|1000|,4030||4065|3840|,10,16,17,11,0,0,0,0
1,75,363,20389,NGA-21/NIG_ERF/SA1/WASH-P/INGO/20389,2542,9 Months,10/31/2022 12:00:00 AM,548357.03,3276,5783,4395,6405,,4,114,4385,,,,H1470-7805-5270,Medium,Medium,650,520,290,200,5310,7883,4394,6302,3159|||117|,5583|||200|,4290|||105|,6230|||175|,19262|||597|,5295|||15|,7759|||124|,4297|||97|,6230|||72|,23581|||308|,460,183,127,198,0,0,0,0
1,75,363,20467,NGA-21/NIG_ERF/SA1/P/NGO/20467,3997,11 Months 30 Days,1/15/2023 12:00:00 AM,184327.19,190,260,6520,9230,,4,114,7342,,,,H3599-2539-5495,High,Medium,73,182,257,288,264,1234,7556,9065,99||11|80|,180||20|60|,3500||600|2420|,5000||800|3430|,8779||1431|5990|,99||36|129|,414||236|584|,2703||1163|3690|,2876||1711|4478|,6092||3146|8881|,18,20,140,9,16589,10616,2430,2202
1,75,363,20345,NGA-21/NIG_ERF/SA1/H/NGO/20345,1589,10 Months,11/15/2022 12:00:00 AM,195000,700,2000,700,2000,,4,113,5946,,,,H8504-5738-7472,Medium,Medium,0,200,0,200,901,2955,768,4095,200||50|450|,500||200|1300|,200||50|450|,500||200|1300|,1400||500|3500|,383||55|463|,998||314|1643|,225||50|493|,1310||344|2441|,2916||763|5040|,0,154,0,112,17550,12109,1026,548
1,75,363,20370,NGA-21/NIG_ERF/SA1/F-WASH/INGO/20370,1635,10 Months,11/15/2022 12:00:00 AM,450000,5500,8250,5500,8250,,4,114,5993,,,,H4167-0136-4837,Medium,Medium,83,55,83,54,7583,11378,7585,11378,4400|||1100|,6600|||1650|,4400|||1100|,6600|||1650|,22000|||5500|,6066|||1517|,9102|||2276|,6068|||1517|,9103|||2275|,30339|||7585|,29,51,37,36,0,0,0,0
1,75,363,20312,NGA-21/NIG_ERF/SA1/N/NGO/20312,4005,11 Months,12/9/2022 0:00,235681.84,1450,3120,2300,2371,,4,114,7347,,,,H6291-1918-3369,High,Medium,50,50,60,60,1774,3525,3011,3260,800||200|450|,1400||635|1085|,1000||500|800|,1271||100|1000|,4471||1435|3335|,831||239|704|,1364||580|1581|,1256||353|1402|,1298||388|1574|,4749||1560|5261|,31,46,2,32,32995,30685,1386,1357
1,75,271,16630,NGA-20/NIG_ERF/SA1/F/NGO/16630,1884,8 Months,4/30/2021 12:00:00 AM,100000.85,100,200,200,300,,4,87,6229,,,,G444165877,Medium,Medium,10,10,10,20,72,752,79,97,|100|||,|200|||,|200|||,|300|||,|800|||,|72|||,|752|||,|79|||,|97|||,|1000|||,3,4,8,10,0,0,0,0
1,75,271,16493,NGA-20/NIG_ERF/SA1/S/NFI/UN/16493,2634,8 Months,4/30/2021 12:00:00 AM,298051.69,1199,1221,1430,1650,,4,87,4494,,,,G908579466,Low,Medium,11,25,32,43,1199,1221,1430,1650,1199||||,1221||||,1430||||,1650||||,5500||||,1199||||,1221||||,1430||||,1650||||,5500||||,6,14,27,42,0,0,0,0
1,75,271,16648,NGA-20/NIG_ERF/SA1/DMS/UN/16648,2634,8 Months,4/30/2021 12:00:00 AM,405051.45,29304,36065,37710,46921,,4,87,4494,,,,G499629454,Low,Medium,362,501,376,160,29304,36065,37710,46921,29304||||,36065||||,37710||||,46921||||,150000||||,29304||||,36065||||,37710||||,46921||||,150000||||,285,253,324,59,0,0,0,0
1,75,271,16605,NGA-20/NIG_ERF/SA1/H/INGO/16605,2945,8 Months,4/30/2021 12:00:00 AM,400000,9112,8038,12116,8223,,4,87,5971,,,,G807245431,High,Medium,1000,1000,500,500,10971,34799,10473,25880,4556|||4556|,5738|||2300|,6058|||6058|,7223|||1000|,23575|||13914|,7108|||3863|,22090|||12709|,6932|||3541|,16697|||9183|,52827|||29296|,345,700,119,42,24000,28080,4873,1808
1,75,271,16516,NGA-20/NIG_ERF/SA1/S/NFI/NGO/16516,1625,8 Months,4/30/2021 12:00:00 AM,249000,1000,1500,1000,1500,,4,116,5983,,,,G944970487,High,Medium,0,0,0,0,1000,1500,1000,1500,1000||||,1500||||,1000||||,1500||||,5000||||,1000||||,1500||||,1000||||,1500||||,5000||||,0,0,0,0,0,0,0,0
1,75,271,16540,NGA-20/NIG_ERF/SA1/H/NGO/16540,1689,12 Months,8/14/2021 12:00:00 AM,250000.8,9720,13500,14580,16200,,4,87,6042,,,,G235465245,High,Medium,23,42,73,120,11422,15864,17132,19034,1620||3240|4860|,2250||4500|6750|,2430||4860|7290|,2700||5400|8100|,9000||18000|27000|,1904||3807|5711|,2644||5288|7932|,2855||5711|8566|,3172||6344|9518|,10575||21150|31727|,16,4,50,43,0,0,0,0
1,75,271,16551,NGA-20/NIG_ERF/SA1/N/INGO/16551,2498,11 Months,7/31/2021 12:00:00 AM,404000,6581,11574,2912,1638,,4,87,4330,,,,G561292397,Medium,Medium,33,58,15,8,5249,21505,20753,28579,5556|||1025|,9849|||1725|,2597|||315|,1272|||366|,19274|||3431|,4414|||835|,13280|||8225|,17641|||3112|,24293|||4286|,59628|||16458|,8,18,9,7,0,0,0,0
1,75,271,16503,NGA-20/NIG_ERF/SA1/P/INGO/16503,1673,10 Months,7/1/2021 0:00,139069.2,185,185,1540,1660,,4,87,6025,,,,G172312200,High,Medium,10,10,150,160,303,640,3959,4057,102||37|46|,102||37|46|,847||308|385|,913||332|415|,1964||714|892|,102||40|161|,240||103|297|,1235||665|2059|,1143||925|1989|,2720||1733|4506|,0,8,30,18,0,0,0,0
1,75,271,16515,NGA-20/NIG_ERF/SA1/H/NGO/16515,1687,11 Months,7/9/2021 0:00,299992.06,38041,55156,41000,43120,,4,87,6040,,,,G873365712,High,Medium,132,180,135,213,31271,47240,38151,42946,8016||25|30000|,10126||30|45000|,10970||30|30000|,13080||40|30000|,42192||125|135000|,7267||25|23979|,10115||30|37095|,9854||30|28267|,12906||40|30000|,40142||125|119341|,82,128,20,159,0,0,0,0
1,75,271,16640,NGA-20/NIG_ERF/SA1/P/INGO/16640,2542,9 Months,5/31/2021 12:00:00 AM,209962.73,0,250,0,150,,4,87,4385,,,,G388619436,Medium,Medium,0,15,0,10,0,149,0,58,0|||0|,200|||50|,0|||0|,100|||50|,300|||100|,0|||0|,107|||42|,0|||0|,25|||33|,132|||75|,0,3,0,5,0,0,0,0
1,75,271,16483,NGA-20/NIG_ERF/SA1/WASH/NGO/16483,1634,10 Months,6/30/2021 12:00:00 AM,139652.12,5000,6000,2000,2000,,4,87,5992,,,,G354534510,High,Medium,0,0,0,0,5261,6204,3974,4794,4000|||1000|,5000|||1000|,1000|||1000|,1000|||1000|,11000|||4000|,1746|||3515|,2848|||3356|,1424|||2550|,1807|||2987|,7825|||12408|,0,0,0,0,0,0,0,0
1,75,271,16641,NGA-20/NIG_ERF/SA1/P/INGO/16641,2717,8 Months,5/31/2021 12:00:00 AM,140000.01,1217,2515,1393,3075,,3,87,4603,,,,G502061921,Medium,Medium,122,252,139,307,942,8086,399,3597,852|||365|,1761|||754|,975|||418|,2153|||922|,5741|||2459|,0|||942|,0|||8086|,0|||399|,0|||3597|,0|||13024|,25,241,130,253,28000,8400,164,74
1,75,271,16528,NGA-20/NIG_ERF/SA1/WASH/INGO/16528,1635,9 Months,5/31/2021 12:00:00 AM,249599.39,2685,3891,3695,4190,,3,87,5993,,,,G682693437,High,Medium,35,40,15,30,5012,7266,6899,7823,1635|||1050|,2191|||1700|,1845|||1850|,2190|||2000|,7861|||6600|,3052|||1960|,4091|||3175|,3445|||3454|,4089|||3734|,14677|||12323|,26,17,13,18,0,0,0,0
1,75,271,16492,NGA-20/NIG_ERF/SA1/P/UN/16492,2634,8 Months,4/30/2021 12:00:00 AM,109996.4,1434,3899,2080,2587,,4,87,4494,,,,G908579466,Low,Medium,42,52,61,47,2565,4397,4527,3886,1434||||,3899||||,2080||||,2587||||,10000||||,2565||||,4397||||,4527||||,3886||||,15375||||,25,50,20,8,0,0,0,0
1,75,271,16572,NGA-20/NIG_ERF/SA1/C/UN/16572,2509,"8 Months, 29 Days",5/29/2021 12:00:00 AM,660000.07,60,20,25,15,,3,87,4342,,,,G137795022,Low,Low,5,5,5,5,71,40,0,0,||||60,||||20,||||25,||||15,||||120,||||71,||||40,||||0,||||0,||||111,1,4,2,3,0,0,0,0
1,75,271,16569,NGA-20/NIG_ERF/SA1/S/NFI/NGO/16569,1683,9 Months,7/13/2021 12:00:00 AM,400011.57,2900,9000,1500,2000,,4,114,6036,,,,G867233500,High,Ineligible,40,50,15,15,2290,2680,4661,4333,1500||500|900|,4250||1875|2875|,700||300|500|,1100||300|600|,7550||2975|4875|,1609||69|612|,1916||64|700|,3238||122|1301|,2967||122|1244|,9730||377|3857|,17,9,12,13,8000,3040,1848,241
1,75,271,16547,NGA-20/NIG_ERF/SA1/WASH/INGO/16547,2542,"9 Months, 15 Days",6/15/2021 12:00:00 AM,350001,3150,3750,3450,4650,,4,87,4385,,,,G447290420,Medium,Medium,0,0,0,0,6328,8503,5993,6707,2100|||1050|,2500|||1250|,2300|||1150|,3100|||1550|,10000|||5000|,569|||5759|,635|||7868|,1612|||4381|,1678|||5029|,4494|||23037|,0,0,0,0,0,0,0,0
1,75,271,16501,NGA-20/NIG_ERF/SA1/P/UN/16501,2625,8 Months,5/14/2021 12:00:00 AM,249952,0,2100,0,2900,,4,87,4484,,,,G805886298,Low,Medium,0,0,0,0,0,2100,0,2900,0|||0|,1300|||800|,0|||0|,1500|||1400|,2800|||2200|,0|||0|,1300|||800|,0|||0|,1500|||1400|,2800|||2200|,0,0,0,0,27494,29143,50,13
1,75,271,16638,NGA-20/NIG_ERF/SA1/H/UN/16638,2625,8 Months,5/14/2021 12:00:00 AM,544988.45,65000,100000,65000,100000,,3,87,4484,,,,G805886298,Low,Medium,0,0,0,0,68000,124150,63982,143594,58000|||7000|,80000|||20000|,58000|||7000|,80000|||20000|,276000|||54000|,56800|||11200|,93910|||30240|,60024|||3958|,94229|||49365|,304963|||94763|,0,0,0,0,87198,64526,66000,61035
1,75,271,16552,NGA-20/NIG_ERF/SA1/H/INGO/16552,2518,11 Months,8/9/2021 0:00,594650,66798,104372,18787,18787,,4,113,4352,,,,G110378554,Medium,Medium,12,19,3,3,9124,39288,19948,18365,8387|||58411|,13108|||91264|,2359|||16428|,2359|||16428|,26213|||182531|,556|||8568|,1137|||38151|,640|||19308|,651|||17714|,2984|||83741|,4,12,1,1,77304,44063,31311,9014
1,75,271,16624,NGA-20/NIG_ERF/SA1/P-DMS/INGO/16624,2498,"12 Months, 16 Days",9/30/2021 12:00:00 AM,485750.14,82905,99154,103828,114820,,4,87,4330,,,,G220583189,Medium,Medium,300,200,20,20,59523,69646,77604,87825,31316|220|24864|26505|,38367|245|27683|32859|,47260|363|27467|28738|,54330|274|27703|32513|,171273|1102|107717|120615|,31316|0|376|27831|,36367|0|369|32910|,47790|0|983|28831|,54330|0|982|32513|,169803|0|2710|122085|,211,81,13,12,0,0,0,0
1,75,271,16548,NGA-20/NIG_ERF/SA1/DMS-S/NFI/UN/16548,2509,"13 Months, 1 Days",10/1/2021 0:00,700000,55549,62284,23540,28617,,3,87,4342,,,,G263077807,Low,Low,164,184,65,84,33974,48389,51258,59586,55549||||,62284||||,23540||||,28617||||,169990||||,33974||||,48389||||,51258||||,59586||||,193207||||,145,149,61,10,63000,16380,27198,21953
1,75,271,16579,NGA-20/NIG_ERF/SA1/N/NGO/16579,1620,12 Months,9/19/2021 12:00:00 AM,250000.2,1150,6300,590,1390,,4,87,7876,,,,G934521264,High,Medium,10,10,10,10,2555,7533,134,534,|||1150|,|||6300|,|||590|,|||1390|,|||9430|,|||2555|,|||7533|,|||134|,|||534|,|||10756|,7,7,3,0,0,0,0,0
1,75,271,16477,NGA-20/NIG_ERF/SA1/WASH/NGO/16477,1622,13 Months,9/30/2021 12:00:00 AM,139597.76,2465,3812,4679,6276,,4,87,5981,,,,G973612893,High,Medium,154,55,75,72,41994,56592,78716,95742,580|||1885|,770|||3042|,90|||4589|,504|||5772|,1944|||15288|,4211|||37783|,5947|||50645|,8053|||70663|,9861|||85881|,28072|||244972|,25,52,19,70,0,0,0,0
1,75,271,16554,NGA-20/NIG_ERF/SA1/WASH/INGO/16554,2553,12 Months,9/30/2021 12:00:00 AM,481000,3559,4168,4607,5666,,4,87,4397,,,,G473089090,Medium,Medium,0,0,0,0,6389,11356,7650,10194,2669||356|534|,3126||417|625|,3455||461|691|,4250||566|850|,13500||1800|2700|,2612||0|3777|,5394||0|5962|,2768||0|4882|,4335||0|5859|,15109||0|20480|,0,0,0,0,0,0,0,0
1,75,271,16571,NGA-20/NIG_ERF/SA1/H/INGO/16571,2498,12 Months,8/31/2021 12:00:00 AM,460000,21731,30640,23159,26461,,4,87,4330,,,,G561292397,Medium,Medium,45,57,12,16,26581,31574,22387,26540,10963|||10768|,10445|||20195|,6077|||17082|,7505|||18956|,34990|||67001|,14556|||12025|,16849|||14725|,10972|||11415|,14874|||11666|,57251|||49831|,33,54,0,9,73600,82432,9179,1020
1,75,271,16644,NGA-20/NIG_ERF/SA1/N/INGO/16644,2882,11 Months,8/31/2021 12:00:00 AM,549999.92,210,6110,6982,7018,,4,87,5028,,,,G770451534,Low,Medium,0,0,0,0,89,5025,16185,18491,63|||147|,1563|||4547|,1830|||5152|,1830|||5188|,5286|||15034|,22|||67|,68|||4957|,1323|||14862|,1613|||16878|,3026|||36764|,0,0,0,0,32999,30359,1828,417
1,75,271,16523,NGA-20/NIG_ERF/SA1/P/NGO/16523,1698,10 Months,8/1/2021 0:00,99995.66,2810,4450,1990,2980,,4,87,6051,,,,G425075175,High,Medium,28,45,20,30,3017,4737,2775,2705,843||1124|843|,1335||1780|1335|,597||796|597|,894||1192|894|,3669||4892|3669|,529||928|1560|,885||1105|2747|,356||899|1520|,385||722|1598|,2155||3654|7425|,12,0,18,2,0,0,0,0
1,75,271,16613,NGA-20/NIG_ERF/SA1/P/NGO/16613,1637,10 Months,7/6/2021 0:00,100011.66,80,80,2800,3632,,4,87,5995,,,,G740089260,High,Medium,6,4,15,11,387,731,3526,3575,15|||65|,20|||60|,811|||1989|,850|||2782|,1696|||4896|,228|||159|,472|||259|,1702|||1824|,1532|||2043|,3934|||4285|,1,1,13,5,0,0,0,0
1,75,271,16614,NGA-20/NIG_ERF/SA1/N/INGO/16614,2518,12 Months,9/9/2021 0:00,825625.01,1142,11149,30698,35539,,3,87,4352,,,,G110378554,Medium,Medium,5,15,30,20,2567,29671,25639,33930,685|||457|,6689|||4460|,18418|||12280|,21323|||14216|,47115|||31413|,1540|||1027|,17800|||11871|,15383|||10256|,20358|||13572|,55081|||36726|,3,5,9,17,0,0,0,0
1,75,271,16494,NGA-20/NIG_ERF/SA1/P/NGO/16494,1595,12 Months,9/6/2021 0:00,120009.89,400,600,1400,1600,,4,87,5953,,,,G734120353,High,Medium,50,50,150,150,6228,7387,10140,11061,250|||150|,400|||200|,800|||600|,1000|||600|,2450|||1550|,3794|||2434|,4659|||2728|,6825|||3315|,7575|||3486|,22853|||11963|,4,0,133,38,16801,15792,600,384
